i	nsp	j=0	j=0.01	j=0.02	j=0.03	j=0.04	j=0.05	j=0.06	j=0.07	j=0.08	j=0.09	j=0.1	j=0.11	j=0.12	j=0.13	j=0.14	j=0.15	j=0.16	j=0.17	j=0.18	j=0.19	j=0.2	j=0.21	j=0.22	j=0.23	j=0.24	j=0.25	j=0.26	j=0.27	j=0.28	j=0.29	j=0.3	j=0.31	j=0.32	j=0.33	j=0.34	j=0.35	j=0.36	j=0.37	j=0.38	j=0.39	j=0.4	j=0.41	j=0.42	j=0.43	j=0.44	j=0.45	j=0.46	j=0.47	j=0.48	j=0.49	j=0.5	j=0.51	j=0.52	j=0.53	j=0.54	j=0.55	j=0.56	j=0.57	j=0.58	j=0.59	j=0.6	j=0.61	j=0.62	j=0.63	j=0.64	j=0.65	j=0.66	j=0.67	j=0.68	j=0.69	j=0.7	j=0.71	j=0.72	j=0.73	j=0.74	j=0.75	j=0.76	j=0.77	j=0.78	j=0.79	j=0.8	j=0.81	j=0.82	j=0.83	j=0.84	j=0.85	j=0.86	j=0.87	j=0.88	j=0.89	j=0.9	j=0.91	j=0.92	j=0.93	j=0.94	j=0.95	j=0.96	j=0.97	j=0.98	j=0.99	j=1	j=1.01	j=1.02	j=1.03	j=1.04	j=1.05	j=1.06	j=1.07	j=1.08	j=1.09	j=1.1	j=1.11	j=1.12	j=1.13	j=1.14	j=1.15	j=1.16	j=1.17	j=1.18	j=1.19	j=1.2	j=1.21	j=1.22	j=1.23	j=1.24	j=1.25	j=1.26	j=1.27	j=1.28	j=1.29	j=1.3	j=1.31	j=1.32	j=1.33	j=1.34	j=1.35	j=1.36	j=1.37	j=1.38	j=1.39	j=1.4	j=1.41	j=1.42	j=1.43	j=1.44	j=1.45	j=1.46	j=1.47	j=1.48	j=1.49	j=1.5	j=1.51	j=1.52	j=1.53	j=1.54	j=1.55	j=1.56	j=1.57	j=1.58	j=1.59	j=1.6	j=1.61	j=1.62	j=1.63	j=1.64	j=1.65	j=1.66	j=1.67	j=1.68	j=1.69	j=1.7	j=1.71	j=1.72	j=1.73	j=1.74	j=1.75	j=1.76	j=1.77	j=1.78	j=1.79	j=1.8	j=1.81	j=1.82	j=1.83	j=1.84	j=1.85	j=1.86	j=1.87	j=1.88	j=1.89	j=1.9	j=1.91	j=1.92	j=1.93	j=1.94	j=1.95	j=1.96	j=1.97	j=1.98	j=1.99	j=2	j=2.01	j=2.02	j=2.03	j=2.04	j=2.05	j=2.06	j=2.07	j=2.08	j=2.09	j=2.1	j=2.11	j=2.12	j=2.13	j=2.14	j=2.15	j=2.16	j=2.17	j=2.18	j=2.19	j=2.2	j=2.21	j=2.22	j=2.23	j=2.24	j=2.25	j=2.26	j=2.27	j=2.28	j=2.29	j=2.3	j=2.31	j=2.32	j=2.33	j=2.34	j=2.35	j=2.36	j=2.37	j=2.38	j=2.39	j=2.4	j=2.41	j=2.42	j=2.43	j=2.44	j=2.45	j=2.46	j=2.47	j=2.48	j=2.49	j=2.5	j=2.51	j=2.52	j=2.53	j=2.54	j=2.55	j=2.56	j=2.57	j=2.58	j=2.59	j=2.6	j=2.61	j=2.62	j=2.63	j=2.64	j=2.65	j=2.66	j=2.67	j=2.68	j=2.69	j=2.7	j=2.71	j=2.72	j=2.73	j=2.74	j=2.75	j=2.76	j=2.77	j=2.78	j=2.79	j=2.8	j=2.81	j=2.82	j=2.83	j=2.84	j=2.85	j=2.86	j=2.87	j=2.88	j=2.89	j=2.9	j=2.91	j=2.92	j=2.93	j=2.94	j=2.95	j=2.96	j=2.97	j=2.98	j=2.99	j=2.99999
2species	1	2	-1.79176149578203	-1.68019101089518	-1.58291356288572	-1.49696240212766	-1.42019856212278	-1.3510289574607	-1.2882359659046	-1.23086810429388	-1.17816783587667	-1.12952281251545	-1.08443066623376	-1.0424746582891	-1.00330517579839	-0.966626313684835	-0.932185299316999	-0.899764582134209	-0.869176040770892	-0.8402552412396	-0.812858361903764	-0.786858558401005	-0.762143368625131	-0.738612826659823	-0.716177846242247	-0.694758220229188	-0.674282031335968	-0.654684285956475	-0.635906050483923	-0.617893795047842	-0.60059907631837	-0.5839771528484	-0.567987384237036	-0.552592675811496	-0.537758478521321	-0.52345319545101	-0.509647745162187	-0.496314999050774	-0.483430067990644	-0.470969786438114	-0.458912429601148	-0.447237968314015	-0.435927804006879	-0.424964343722447	-0.414331282685981	-0.404013336475258	-0.393996235751095	-0.384266417554604	-0.374811365217776	-0.365619093623027	-0.356678430816531	-0.347979011822676	-0.339510688701303	-0.331264133617334	-0.323230589881577	-0.31540153421655	-0.307768963703649	-0.300325529550073	-0.293064126701632	-0.285977621053014	-0.279060065687878	-0.272305050576419	-0.265706685004746	-0.259259691650609	-0.252958730348435	-0.246798586902216	-0.240774734156579	-0.234882460007399	-0.229117244439194	-0.223475291280842	-0.21795235642954	-0.212544605381803	-0.207248563060693	-0.202060628008211	-0.196977400188365	-0.191995854437751	-0.187112736493165	-0.182325139039522	-0.1776302960335	-0.173025471647498	-0.168507993455708	-0.164075425242097	-0.159725385740759	-0.155455372238731	-0.151263351383794	-0.147147109634257	-0.143104462336905	-0.139133543314946	-0.135232490662336	-0.13139927596181	-0.127632214552652	-0.123929654739545	-0.120289808486796	-0.116711054652974	-0.113191985437599	-0.10973093647718	-0.106326603907151	-0.102977542211066	-0.099682330744259	-0.0964396712972679	-0.0932484838145491	-0.0901072829171586	-0.0870149966236997	-0.083970554422986	-0.0809726930376268	-0.0780204905899236	-0.0751127508496587	-0.0722485515001389	-0.069426952426905	-0.0666468364335313	-0.063907387946569	-0.0612078668576959	-0.058547085926213	-0.0559244249801586	-0.0533390216831037	-0.050790056670679	-0.0482767215226595	-0.0457983120274449	-0.0433541333504504	-0.0409433445219971	-0.0385654865769263	-0.0362195817419792	-0.033905202980673	-0.0316217138749254	-0.029368332282047	-0.0271445758454704	-0.0249499377129819	-0.0227836732860949	-0.0206453198701883	-0.018534420313219	-0.0164501896004906	-0.0143923798208301	-0.0123604146323374	-0.0103537538682537	-0.00837190810011151	-0.00641448303664157	-0.00448102883953614	-0.0025710704677833	-0.000684197308403397	0.00118008633829916	0.00302210798617214	0.00484216203578006	0.00664086538163746	0.00841848966025374	0.0101753331372126	0.0119119266597871	0.0136285319229445	0.0153253492752531	0.0170030163658971	0.018661653878131	0.0203015853425159	0.0219232188809784	0.0235268573617743	0.025112641162745	0.0266811153284634	0.0282324152132256	0.0297668048685652	0.0312846616388947	0.0327861725125186	0.0342715803669596	0.035741226713249	0.0371953356511888	0.0386340864365523	0.0400578285658553	0.0414667946791026	0.0428610585864369	0.0442410353586271	0.0456068383463525	0.0469586935755637	0.0482968680113819	0.0496215700521183	0.050932907457385	0.0522312133069865	0.0535165925738358	0.0547892198496285	0.05604938118216	0.0572971778981274	0.0585328229055583	0.0597565277254376	0.0609683903615661	0.0621685500336931	0.0633573687630505	0.0645348293680708	0.0657011377131408	0.0668564984174135	0.0680010731152095	0.0691348555651621	0.0702582143222992	0.0713711830410825	0.0724738365571221	0.0735665260166863	0.0746491720923608	0.075722027116394	0.0767851765177094	0.0778388292114328	0.0788829726884574	0.0799179106854199	0.080943615662496	0.081960211009729	0.0829679839984108	0.0839669054350335	0.0849571103106377	0.0859387329034529	0.0869118658093943	0.0878766556852566	0.0888332348235718	0.089781625879256	0.0907220009608725	0.0916543138396739	0.092578857895734	0.0934957081423936	0.0944048849432056	0.0953065303678242	0.0962006775631229	0.0970873999916963	0.0979669328513187	0.0988392944079435	0.0997045027419911	0.100562777882844	0.10141406970756	0.102258449222667	0.103096161819264	0.103927183353269	0.104751690942587	0.105569592854003	0.106381065498009	0.107186070427107	0.107984930366721	0.108777539229342	0.109563978137941	0.11034439459018	0.111118748858751	0.111887134489209	0.112649711221353	0.113406491886272	0.114157542369543	0.114902981413899	0.115642768045126	0.116376927653773	0.117105710804515	0.117829036138635	0.118547060697599	0.119259716162034	0.11996721188578	0.120669399967378	0.121366555192073	0.122058634980597	0.12274575496797	0.123427885530789	0.124105062875888	0.124777349358106	0.125444938549484	0.126107721329958	0.126765864480358	0.127419324393684	0.128068214842675	0.128712492034992	0.129352282449596	0.129987672937223	0.130618632390993	0.131245208144522	0.131867486545864	0.132485462317098	0.133099247545052	0.13370879756309	0.134314276222358	0.13491565162831	0.135512943972487	0.13610614734681	0.136695411783645	0.137280808984257	0.137862267640855	0.138439846320045	0.139013629349874	0.139583558270417	0.14014985967342	0.140712397137579	0.141271267397684	0.141826515215081	0.142378146447777	0.14292617982477	0.143470685639808	0.144011759807296	0.144549343256543	0.145083505901248	0.145614214420771	0.14614157716184	0.146665599267043	0.147186375871984	0.147703847626969	0.148218122307449	0.148729166180669	0.149236945556714	0.149741670535726	0.150243255853625	0.150741757369346	0.151237205186883	0.151729590916805	0.152218931756797	0.15270534717455	0.153188790182005	0.15366937998127	0.15414650749342
3species	2	3	-1.79176613943588	-1.70006397042014	-1.62239725246769	-1.55580792586182	-1.49816511282868	-1.44788388305259	-1.40375405017008	-1.3648311869254	-1.33036490343544	-1.2997492531216	-1.27248823045262	-1.2481711241263	-1.22645410701251	-1.20704684147669	-1.1897017775018	-1.17420687034078	-1.16037844384533	-1.14805714650666	-1.13710350020683	-1.12739507615021	-1.11882380324016	-1.11129357728642	-1.10471932541796	-1.09902469458682	-1.09414140590217	-1.0900078414451	-1.08656859432609	-1.08377359529978	-1.08157722008073	-1.07993814062262	-1.07881864199798	-1.07818424032777	-1.07800351579885	-1.078247567797	-1.07888968761706	-1.07990554065093	-1.08127264972373	-1.08297011785065	-1.08497881635448	-1.08728098114033	-1.08985986802451	-1.09270026592428	-1.09578798997646	-1.09910965070769	-1.10265321828931	-1.10640668916085	-1.11035963803782	-1.11450196680394	-1.11882402282578	-1.1233174168597	-1.12797367366392	-1.13278501823471	-1.13774414328183	-1.14284438614363	-1.14807938312702	-1.15344309576924	-1.15892957804557	-1.16453361585481	-1.17025035401017	-1.1760750654382	-1.18200306038661	-1.18803014354603	-1.19415258441462	-1.20036639311218	-1.20666802209156	-1.21305417527836	-1.21952151568305	-1.22606747789636	-1.2326887387046	-1.23938289273004	-1.24614717549638	-1.25297937694942	-1.25987729553351	-1.26683841756449	-1.27386106354367	-1.28094306768502	-1.28808259658863	-1.29527818235963	-1.302527798296	-1.30983018040764	-1.31718370105193	-1.3245870654745	-1.33203881056543	-1.33953788163085	-1.34708277168731	-1.35467292387349	-1.36230662343981	-1.36998321686227	-1.37770179408846	-1.38546128693324	-1.39326112395418	-1.40110022085899	-1.40897796207308	-1.41689363002521	-1.42484653054141	-1.43283615244794	-1.44086184513133	-1.44892303588113	-1.45701923505453	-1.46515002383461	-1.47331492773331	-1.48151357669856	-1.4897454194861	-1.49801041373011	-1.50630804962453	-1.51463794304496	-1.52299997775665	-1.53139404192664	-1.53981958327237	-1.54827662978331	-1.55676501235051	-1.56528443602895	-1.57383505949523	-1.58241638498197	-1.59102874376805	-1.59967186514935	-1.60834573260409	-1.61705041234411	-1.62578575992383	-1.63455171685739	-1.64334866350271	-1.65217633686277	-1.66103501239522	-1.66992451965127	-1.67884517868432	-1.68779693543034	-1.69678021642922	-1.70579484451306	-1.7148410900216	-1.72391922495117	-1.73302942831622	-1.74217190832242	-1.75134688372184	-1.76055425437966	-1.76979480241389	-1.77906857086913	-1.78837579677639	-1.79771678752898	-1.80709198711474	-1.81650167354221	-1.82594603116554	-1.83542568681801	-1.84494064869297	-1.8544916741105	-1.86407891675857	-1.87370295265326	-1.88336401794253	-1.8930626281217	-1.90279934995072	-1.91257463040429	-1.92238880956731	-1.93224254824003	-1.94213616037102	-1.95207048272803	-1.96204591113282	-1.97206298750078	-1.98212224158797	-1.99222446701932	-2.00237016385378	-2.01255986734752	-2.02279438569116	-2.03307422257975	-2.04340026944962	-2.05377305292466	-2.06419343319062	-2.07466207324063	-2.08517979484147	-2.09574734931807	-2.1063654613199	-2.11703509125344	-2.12775695915497	-2.13853206611541	-2.14936116826279	-2.16024527532696	-2.17118529736331	-2.18218225747192	-2.19323695796834	-2.20435065573996	-2.2155242469387	-2.22675885619076	-2.23805561863656	-2.24941542152377	-2.2608398390785	-2.27232970669303	-2.28388639938949	-2.29551107987574	-2.30720515439496	-2.31896983930858	-2.33080660205908	-2.3427166598406	-2.35470170414879	-2.3667630423867	-2.37890210845324	-2.39112085774565	-2.40342042583756	-2.41580274790896	-2.42826947371834	-2.44082224067918	-2.45346303810405	-2.46619353964016	-2.47901583265833	-2.49193176480655	-2.50494347178128	-2.51805289740111	-2.53126245839309	-2.54457409998156	-2.55799027320099	-2.57151330405996	-2.58514572453408	-2.5988900037525	-2.61274870739654	-2.62672479001155	-2.6408207535622	-2.65503971575643	-2.66938451123266	-2.68385834611099	-2.69846435747127	-2.71320580064573	-2.72808636176372	-2.74310931343088	-2.75827859087055	-2.77359810692433	-2.78907158923821	-2.80470321283004	-2.82049766187326	-2.83645895215445	-2.85259201305219	-2.86890155984517	-2.88539274698118	-2.90207089106598	-2.91894123174284	-2.93600969054078	-2.95328221912647	-2.97076515964723	-2.98846474960839	-3.00638802234703	-3.02454202200983	-3.0429342850714	-3.0615726394758	-3.08046531229402	-3.09962072998183	-3.11904822614543	-3.13875713290408	-3.15875739396039	-3.17905973949645	-3.19967530080665	-3.22061550741178	-3.24189318226927	-3.2635210133503	-3.28551294434052	-3.30788370666341	-3.33064899326346	-3.35382503748763	-3.37742945722421	-3.40148112836613	-3.4259998022709	-3.45100692127617	-3.47652492213004	-3.50257843913109	-3.52919338690798	-3.5563978404721	-3.58422204688412	-3.61269821013405	-3.64186179475804	-3.67175057662394	-3.7024057674856	-3.73387218120602	-3.76619857246749	-3.79943815337523	-3.8336494550133	-3.86889661359506	-3.90524990350131	-3.9427877208919	-3.98159654630239	-4.02177278443529	-4.06342403424386	-4.10667129632051	-4.15165072263375	-4.19851740940497	-4.24744688036614	-4.2986412045299	-4.35233359875084	-4.40879468395342	-4.46834176314027	-4.53134984330629	-4.59826683426557	-4.66963285991728	-4.74610895565015	-4.82851460440904	-4.91788371729476	-5.01554644097059	-5.12325452258393	-5.24337971646827	-5.37924796055278	-5.53573001000757	-5.72037710080271	-5.9458399068237	-6.23583356144799	-6.64359809346063	-7.33901120636925	-14.1669145625472
4species	3	4	-3.58352655258164	-3.25760114882572	-3.02807997199693	-2.8539147151767	-2.71564419963053	-2.60249627753973	-2.50788209730045	-2.4274776397259	-2.35829364552884	-2.29817776965576	-2.24552973927728	-2.19912789321945	-2.15801892443256	-2.12144527269431	-2.08879487653088	-2.05956707908406	-2.03334657252153	-2.00978604207857	-1.98859156070263	-1.96951291654564	-1.95233512256699	-1.93687218143777	-1.92296253039392	-1.91046472005128	-1.899254385851	-1.88922143289232	-1.88026857564294	-1.87230891859822	-1.86526470735144	-1.85906624772798	-1.85365073666417	-1.84896158644668	-1.84494753711594	-1.84156191493488	-1.83876228110398	-1.83651007424427	-1.83476985581638	-1.83350926175395	-1.83269856972356	-1.83231061447344	-1.83231977354564	-1.83270296340006	-1.83343878439652	-1.83450727495356	-1.83589029170041	-1.83757015026069	-1.83953133796628	-1.84175895982753	-1.84423901982906	-1.84695904723244	-1.84990678819093	-1.85307094109501	-1.85644107275348	-1.86000734768774	-1.8637606079495	-1.86769231902701	-1.87179392334765	-1.87605794993436	-1.8804775015757	-1.88504570385428	-1.88975605270345	-1.89460253652215	-1.89957971151368	-1.904682157143	-1.90990478441819	-1.91524288575639	-1.92069170629168	-1.92624766117654	-1.93190609928018	-1.93766369894628	-1.94351633589369	-1.94946100019791	-1.95549450073687	-1.96161350339711	-1.96781537822042	-1.97409726671652	-1.98045645265535	-1.98689079749266	-1.99339759210011	-1.99997484849626	-2.00662045558694	-2.01333232583486	-2.02010856213996	-2.02694752956519	-2.03384711348953	-2.04080644755753	-2.04782319836247	-2.05489628793628	-2.06202442763997	-2.06920599494811	-2.07644017563635	-2.08372539294404	-2.09106071716982	-2.09844510294761	-2.10587748519918	-2.11335696824132	-2.12088267982466	-2.12845364994839	-2.13606927189552	-2.1437287312399	-2.15143123227493	-2.15917628996745	-2.16696309186748	-2.17479120314801	-2.18266003013619	-2.19056890011684	-2.19851751141322	-2.20650564039898	-2.21453238927803	-2.22259766057687	-2.23070107235712	-2.23884217575583	-2.2470210343199	-2.25523682179692	-2.26348986268983	-2.27177964618465	-2.28010598902371	-2.28846887849883	-2.29686803314376	-2.30530315572972	-2.31377466503424	-2.32228203071676	-2.33082540688372	-2.33940466204042	-2.34801983515887	-2.35667080966223	-2.36535790609863	-2.37408087056629	-2.38283978057146	-2.39163494798587	-2.40046633029621	-2.40933410322501	-2.41823843861097	-2.42717902988231	-2.43615672862406	-2.44517128472975	-2.45422307741928	-2.46331226624563	-2.47243908957395	-2.48160390981084	-2.49080680734862	-2.50004830519341	-2.50932832232118	-2.51864759932577	-2.5280062876861	-2.53740470080266	-2.54684321750695	-2.55632213431767	-2.56584205950193	-2.57540339479274	-2.58500639173654	-2.5946516371426	-2.60433942884007	-2.61407054417882	-2.62384537739626	-2.63366431002186	-2.64352787036264	-2.65343683618033	-2.66339169170015	-2.67339285538236	-2.68344104757498	-2.69353692938444	-2.70368114581572	-2.71387433767435	-2.72411716214677	-2.73441042526456	-2.74475473151581	-2.75515100409118	-2.76559969286762	-2.77610194453643	-2.786658305318	-2.79726981857038	-2.80793716751306	-2.81866136098723	-2.82944322182861	-2.84028380108593	-2.85118382831472	-2.86214457399745	-2.87316686159312	-2.88425184374173	-2.89540061170339	-2.9066139226293	-2.91789353693645	-2.92924005935298	-2.94065499359645	-2.95213938676848	-2.96369461576636	-2.97532186762811	-2.98702273846449	-2.99879818638285	-3.01065008900516	-3.02257963830931	-3.03458822460197	-3.04667780277023	-3.05884952223245	-3.07110527462025	-3.08344670920861	-3.09587539121159	-3.10839335252197	-3.12100222330664	-3.13370406182057	-3.146500743963	-3.15939430465238	-3.17238671598557	-3.18548045162275	-3.19867732740164	-3.21197980832241	-3.22539022002901	-3.23891116576464	-3.25254492806323	-3.26629417254799	-3.28016179613418	-3.29415028614289	-3.30826280291951	-3.32250205192729	-3.33687138215251	-3.35137384446869	-3.36601260804035	-3.38079147321452	-3.39571356920677	-3.41078293114099	-3.42600345727176	-3.44137874622747	-3.45691304430964	-3.47261104974135	-3.48847670655137	-3.50451504398229	-3.52073061977686	-3.53712865965504	-3.55371447999325	-3.57049320585501	-3.58747088721013	-3.60465343262358	-3.62204706970744	-3.63965810723034	-3.65749364976895	-3.67556059838989	-3.69386646082068	-3.71241925052918	-3.73122700869646	-3.75029820445803	-3.76964218552605	-3.78926818388897	-3.80918627160122	-3.82940709300315	-3.84994180778231	-3.8708017310993	-3.89199988560422	-3.91354875927472	-3.93546230993476	-3.95775541157324	-3.98044352866409	-4.00354306565542	-4.02707159748365	-4.05104794283829	-4.07549186721492	-4.10042486987676	-4.12586924480615	-4.15184974028571	-4.17839221377026	-4.20552469737431	-4.23327748082524	-4.26168288205552	-4.29077612310243	-4.32059509378916	-4.35118097724955	-4.38257867276284	-4.41483676386057	-4.44800866208366	-4.48215271313401	-4.5173330816373	-4.55362014162291	-4.59109208967171	-4.62983567693712	-4.66994709431051	-4.71153395490919	-4.7547173589507	-4.79963331587078	-4.84643710696608	-4.89530402799909	-4.9464363188033	-5.00006706798117	-5.05646702453399	-5.11595332051577	-5.17890114793945	-5.24575835957894	-5.3170649368958	-5.39348218567451	-5.47582938948327	-5.56514051628378	-5.66274572689169	-5.77039678260413	-5.89046555151433	-6.02627788607254	-6.18270482593817	-6.36729777768534	-6.592707742269	-6.882650891398	-7.29037014135647	-7.98575783291094	-14.8688789686189
5species	4	5	-5.37525901302032	-4.25565456383295	-3.79068956656762	-3.50793384028362	-3.31202694364002	-3.16682626457086	-3.05470603764514	-2.96574375130334	-2.89380368172057	-2.83483021360925	-2.78600619102689	-2.74529771007859	-2.71119049275277	-2.68252869236257	-2.65841157536792	-2.63812475245004	-2.6210930512895	-2.60684795831912	-2.59500290980144	-2.58523622671602	-2.57727828135477	-2.57090038549069	-2.56590854699555	-2.56213638547494	-2.55944054582374	-2.55769710040185	-2.55679856178292	-2.55665104167619	-2.55717252572417	-2.5582907332242	-2.55994247659755	-2.56207171175893	-2.56462892329864	-2.5675701888895	-2.57085651369748	-2.57445342828904	-2.5783299076748	-2.58245830719399	-2.5868142061151	-2.59137566816017	-2.59612242404994	-2.60103726371745	-2.6061042731345	-2.61130911497196	-2.61663937236002	-2.62208303848832	-2.62763014084387	-2.63327142655545	-2.63899819597823	-2.64480342472088	-2.65068018123124	-2.65662230835457	-2.66262435242442	-2.66868148216463	-2.67478944305065	-2.68094420841428	-2.6871419695388	-2.69337962522883	-2.69965463066151	-2.70596438957125	-2.71230627335864	-2.71867841429014	-2.72507918280329	-2.73150682346794	-2.73795992875384	-2.74443719494857	-2.75093729599167	-2.75745992658178	-2.76400354497263	-2.77056788513886	-2.77715185617645	-2.78375519936268	-2.79037756719281	-2.79701825057604	-2.80367722972722	-2.8103539989644	-2.81704841697092	-2.82376052170971	-2.83048991363857	-2.83723670208923	-2.84400091781963	-2.85078245202831	-2.85758129100214	-2.86439770740163	-2.87123136261785	-2.87808318885226	-2.88495244931609	-2.89183975267396	-2.89874536258877	-2.90566902245907	-2.91261145836279	-2.91957248091901	-2.92655246337213	-2.93355164728981	-2.9405703583235	-2.94760880004892	-2.95466719987474	-2.96174577327891	-2.96884489306338	-2.97596501524733	-2.98310610003598	-2.99026867472563	-2.99745293825474	-3.0046592610274	-3.01188799037384	-3.01913918851342	-3.02641337302247	-3.03371117231214	-3.04103231775517	-3.04837749316829	-3.05574707935079	-3.0631411167409	-3.07056042893317	-3.07800469349447	-3.08547494108078	-3.09297119589438	-3.10049389301113	-3.10804338279016	-3.11561999941555	-3.12322397517834	-3.13085605447849	-3.13851633510568	-3.14620536165045	-3.15392330784562	-3.16167076916361	-3.16944796542687	-3.17725550221152	-3.18509367801645	-3.19296278590424	-3.20086348652127	-3.2087961518557	-3.21676108673491	-3.22475900896073	-3.23278960573854	-3.24085433891673	-3.24895296727504	-3.25708624476946	-3.26525455482632	-3.27345842528546	-3.28169830798925	-3.28997465411067	-3.29828812434928	-3.30663887410182	-3.31502781343141	-3.32345532869208	-3.33192180238473	-3.34042791284825	-3.34897410685637	-3.35756110948485	-3.36618948813073	-3.37485972504506	-3.3835724072981	-3.39232807873278	-3.40112758174432	-3.40997152255034	-3.41886029781608	-3.4277946304767	-3.43677536173743	-3.44580318566267	-3.45487851816734	-3.46400210958711	-3.47317499209865	-3.48239756357802	-3.49167086730945	-3.50099544299712	-3.51037220625015	-3.51980178986923	-3.52928537146982	-3.53882331541552	-3.54841695738762	-3.55806675797258	-3.56777390060268	-3.57753909547381	-3.58736350687587	-3.59724785564054	-3.60719347618815	-3.61720091564076	-3.62727155094374	-3.63740624765095	-3.64760628028026	-3.65787273378073	-3.66820634306712	-3.67860903772065	-3.68908132026059	-3.69962481537266	-3.71024057940806	-3.72092996671822	-3.73169423712688	-3.74253502757144	-3.75345321008651	-3.76445097235178	-3.77552915094166	-3.78668943002918	-3.79793361519032	-3.80926303841814	-3.82067942646406	-3.83218464236199	-3.84378007088995	-3.8554678629299	-3.86724967297606	-3.87912747364085	-3.89110332217436	-3.90317907373998	-3.9153568032063	-3.92763902408875	-3.94002741996144	-3.95252458962043	-3.96513291403297	-3.97785480201587	-3.99069270081638	-4.00364922221969	-4.01672727174141	-4.02992934529414	-4.04325854965428	-4.05671770768635	-4.07031011477908	-4.08403872188865	-4.09790676897763	-4.1119181734254	-4.12607585635157	-4.14038403179784	-4.15484646755818	-4.16946674023175	-4.18424925920855	-4.19919856176448	-4.21431857004932	-4.22961446074474	-4.24509060039547	-4.26075242352633	-4.27660505559727	-4.2926536767708	-4.3089043613162	-4.32536296545865	-4.34203572586686	-4.35892891447211	-4.37604972141499	-4.39340491926828	-4.4110021165937	-4.42884916813975	-4.44695427690423	-4.46532584494192	-4.48397312265041	-4.50290544271755	-4.52213282564508	-4.54166590994745	-4.5615158495205	-4.58169390826333	-4.60221316382541	-4.62308602272603	-4.64432651294052	-4.66594935153234	-4.68797022441159	-4.71040536410993	-4.733272325091	-4.75658987546844	-4.78037800169941	-4.80465794129504	-4.82945220902482	-4.85478524673185	-4.88068319272362	-4.90717383326736	-4.93428755832217	-4.96205669575691	-4.99051637253857	-5.0197045785502	-5.04966229713255	-5.08043467743316	-5.11207002856787	-5.14462196685281	-5.17814880317488	-5.21271450316782	-5.24838961550634	-5.28525221267967	-5.32338911586064	-5.36289640702693	-5.40388178422002	-5.44646629846932	-5.49078595476949	-5.53699591110026	-5.58527165214442	-5.63581523509632	-5.68885990760061	-5.74467629561543	-5.8035814677296	-5.86595071556791	-5.93223175446698	-6.00296469506479	-6.07881080940368	-6.16058931784743	-6.24933415484711	-6.34637559539664	-6.45346517543815	-6.57297503950647	-6.70823084436063	-6.86410375841418	-7.04814527256694	-7.27300644250696	-7.56240370041264	-7.96958085437016	-8.66443498305803	-15.5649898177153
